minute,value,match_id
51.0,-5,12812997
52.0,10,12812997
53.0,2,12812997
54.0,-25,12812997
55.0,-12,12812997
56.0,-8,12812997
57.0,-37,12812997
58.0,-5,12812997
59.0,44,12812997
60.0,-34,12812997
61.0,10,12812997
62.0,7,12812997
63.0,5,12812997
64.0,44,12812997
65.0,30,12812997
66.0,19,12812997
67.0,12,12812997
68.0,36,12812997
69.0,18,12812997
70.0,18,12812997
71.0,17,12812997
72.0,43,12812997
73.0,27,12812997
74.0,18,12812997
75.0,18,12812997
76.0,8,12812997
77.0,-134,12812997
78.0,-100,12812997
79.0,-100,12812997
80.0,-68,12812997
81.0,-47,12812997
82.0,-7,12812997
83.0,12,12812997
84.0,6,12812997
85.0,1,12812997
86.0,21,12812997
87.0,68,12812997
88.0,24,12812997
89.0,-36,12812997
90.0,-11,12812997
90.5,-8,12812997
1.0,-3,12813019
2.0,-4,12813019
3.0,-5,12813019
4.0,-3,12813019
5.0,-4,12813019
6.0,-43,12813019
7.0,-55,12813019
8.0,-45,12813019
9.0,-34,12813019
10.0,-37,12813019
11.0,-22,12813019
12.0,22,12813019
13.0,-13,12813019
14.0,5,12813019
15.0,-18,12813019
16.0,24,12813019
17.0,2,12813019
18.0,1,12813019
19.0,4,12813019
20.0,-5,12813019
21.0,-13,12813019
22.0,-2,12813019
23.0,34,12813019
24.0,27,12813019
25.0,40,12813019
26.0,24,12813019
27.0,14,12813019
28.0,5,12813019
29.0,8,12813019
30.0,-8,12813019
31.0,-14,12813019
32.0,-2,12813019
33.0,16,12813019
34.0,11,12813019
35.0,5,12813019
36.0,-10,12813019
37.0,35,12813019
38.0,20,12813019
39.0,18,12813019
40.0,20,12813019
41.0,31,12813019
42.0,-32,12813019
43.0,-12,12813019
44.0,-61,12813019
45.0,-34,12813019
45.5,-21,12813019
46.0,3,12813019
47.0,23,12813019
48.0,9,12813019
49.0,1,12813019
50.0,6,12813019
51.0,6,12813019
52.0,6,12813019
53.0,20,12813019
54.0,6,12813019
55.0,-9,12813019
56.0,8,12813019
57.0,13,12813019
58.0,27,12813019
59.0,14,12813019
60.0,-27,12813019
61.0,-8,12813019
62.0,17,12813019
63.0,3,12813019
64.0,-3,12813019
65.0,-28,12813019
66.0,30,12813019
67.0,-41,12813019
68.0,-23,12813019
69.0,-16,12813019
70.0,-6,12813019
71.0,-4,12813019
72.0,3,12813019
73.0,6,12813019
74.0,10,12813019
75.0,16,12813019
76.0,-42,12813019
77.0,-39,12813019
78.0,-21,12813019
79.0,-11,12813019
80.0,-1,12813019
81.0,46,12813019
82.0,100,12813019
83.0,69,12813019
84.0,36,12813019
85.0,10,12813019
86.0,-10,12813019
87.0,-15,12813019
88.0,-29,12813019
89.0,-21,12813019
90.0,-12,12813019
90.5,7,12813019
1.0,1,12813018
2.0,-4,12813018
3.0,-11,12813018
4.0,-15,12813018
5.0,37,12813018
6.0,12,12813018
7.0,14,12813018
8.0,33,12813018
9.0,10,12813018
10.0,-22,12813018
11.0,-3,12813018
12.0,-7,12813018
13.0,-57,12813018
14.0,-35,12813018
15.0,-8,12813018
16.0,-8,12813018
17.0,17,12813018
18.0,20,12813018
19.0,31,12813018
20.0,9,12813018
21.0,-8,12813018
22.0,6,12813018
23.0,49,12813018
24.0,12,12813018
25.0,7,12813018
26.0,3,12813018
27.0,-17,12813018
28.0,-20,12813018
29.0,-18,12813018
30.0,-18,12813018
31.0,-23,12813018
32.0,-12,12813018
33.0,-4,12813018
34.0,-3,12813018
35.0,17,12813018
36.0,40,12813018
37.0,24,12813018
38.0,22,12813018
39.0,49,12813018
40.0,17,12813018
41.0,9,12813018
42.0,-6,12813018
43.0,-2,12813018
44.0,-3,12813018
45.0,-1,12813018
45.5,63,12813018
46.0,-6,12813018
47.0,-44,12813018
48.0,-7,12813018
49.0,6,12813018
50.0,4,12813018
51.0,-4,12813018
52.0,13,12813018
53.0,16,12813018
54.0,47,12813018
55.0,33,12813018
56.0,12,12813018
57.0,-9,12813018
58.0,-12,12813018
59.0,-19,12813018
60.0,-3,12813018
61.0,46,12813018
62.0,20,12813018
63.0,6,12813018
64.0,1,12813018
65.0,2,12813018
66.0,-2,12813018
67.0,-49,12813018
68.0,-14,12813018
69.0,-9,12813018
70.0,-9,12813018
71.0,-10,12813018
72.0,9,12813018
73.0,-34,12813018
74.0,-12,12813018
75.0,-1,12813018
76.0,10,12813018
77.0,15,12813018
78.0,41,12813018
79.0,71,12813018
80.0,38,12813018
81.0,18,12813018
82.0,33,12813018
83.0,9,12813018
84.0,-8,12813018
85.0,-21,12813018
86.0,-17,12813018
87.0,-31,12813018
88.0,27,12813018
89.0,-19,12813018
90.0,-17,12813018
90.5,-79,12813018
91.0,-5,12813018
92.0,13,12813018
93.0,-32,12813018
94.0,-21,12813018
95.0,-13,12813018
96.0,-3,12813018
97.0,6,12813018
98.0,-6,12813018
99.0,-6,12813018
100.0,-9,12813018
101.0,-27,12813018
102.0,-33,12813018
103.0,-24,12813018
104.0,-28,12813018
105.0,-9,12813018
106.0,-5,12813018
107.0,21,12813018
108.0,20,12813018
109.0,28,12813018
110.0,-43,12813018
111.0,-35,12813018
112.0,-29,12813018
113.0,-70,12813018
114.0,-82,12813018
115.0,-41,12813018
116.0,-56,12813018
117.0,-26,12813018
118.0,-13,12813018
119.0,-3,12813018
120.0,-4,12813018
120.5,24,12813018
1.0,1,12812999
2.0,1,12812999
3.0,2,12812999
4.0,2,12812999
5.0,15,12812999
6.0,-15,12812999
7.0,-15,12812999
8.0,10,12812999
9.0,7,12812999
10.0,12,12812999
11.0,-9,12812999
12.0,10,12812999
13.0,14,12812999
14.0,17,12812999
15.0,46,12812999
16.0,38,12812999
17.0,41,12812999
18.0,58,12812999
19.0,35,12812999
20.0,24,12812999
21.0,11,12812999
22.0,3,12812999
23.0,-5,12812999
24.0,-6,12812999
25.0,7,12812999
26.0,8,12812999
27.0,11,12812999
28.0,13,12812999
29.0,30,12812999
30.0,17,12812999
31.0,9,12812999
32.0,28,12812999
33.0,-22,12812999
34.0,7,12812999
35.0,9,12812999
36.0,18,12812999
37.0,-15,12812999
38.0,-5,12812999
39.0,-6,12812999
40.0,-39,12812999
41.0,-13,12812999
42.0,18,12812999
43.0,12,12812999
44.0,31,12812999
45.0,31,12812999
45.5,16,12812999
46.0,1,12812999
47.0,2,12812999
48.0,-6,12812999
49.0,-21,12812999
50.0,-13,12812999
51.0,-37,12812999
52.0,-22,12812999
53.0,-9,12812999
54.0,-50,12812999
55.0,-21,12812999
56.0,-10,12812999
57.0,-5,12812999
58.0,-8,12812999
59.0,-9,12812999
60.0,-18,12812999
61.0,-5,12812999
62.0,6,12812999
63.0,-7,12812999
64.0,38,12812999
65.0,39,12812999
66.0,32,12812999
67.0,66,12812999
68.0,57,12812999
69.0,46,12812999
70.0,37,12812999
71.0,32,12812999
72.0,53,12812999
73.0,35,12812999
74.0,92,12812999
75.0,55,12812999
76.0,32,12812999
77.0,17,12812999
78.0,-25,12812999
79.0,-4,12812999
80.0,18,12812999
81.0,19,12812999
82.0,48,12812999
83.0,38,12812999
84.0,41,12812999
85.0,57,12812999
86.0,32,12812999
87.0,19,12812999
88.0,46,12812999
89.0,49,12812999
90.0,34,12812999
90.5,18,12812999
91.0,-6,12812999
92.0,11,12812999
93.0,55,12812999
94.0,30,12812999
95.0,-27,12812999
96.0,-17,12812999
97.0,-76,12812999
98.0,-20,12812999
99.0,-14,12812999
100.0,25,12812999
101.0,9,12812999
102.0,6,12812999
103.0,-8,12812999
104.0,-27,12812999
105.0,-5,12812999
105.5,6,12812999
106.0,14,12812999
107.0,35,12812999
108.0,20,12812999
109.0,18,12812999
110.0,20,12812999
111.0,16,12812999
112.0,55,12812999
113.0,42,12812999
114.0,27,12812999
115.0,15,12812999
116.0,-14,12812999
117.0,-41,12812999
118.0,-22,12812999
119.0,-52,12812999
120.0,-28,12812999
120.5,-43,12812999
1.0,8,12813011
2.0,-22,12813011
3.0,-11,12813011
4.0,21,12813011
5.0,2,12813011
6.0,6,12813011
7.0,10,12813011
8.0,11,12813011
9.0,9,12813011
10.0,13,12813011
11.0,20,12813011
12.0,34,12813011
13.0,24,12813011
14.0,22,12813011
15.0,42,12813011
16.0,36,12813011
17.0,14,12813011
18.0,79,12813011
19.0,51,12813011
20.0,28,12813011
21.0,46,12813011
22.0,31,12813011
23.0,19,12813011
24.0,19,12813011
25.0,17,12813011
26.0,13,12813011
27.0,13,12813011
28.0,13,12813011
29.0,12,12813011
30.0,12,12813011
31.0,12,12813011
32.0,12,12813011
33.0,18,12813011
34.0,-28,12813011
35.0,-13,12813011
36.0,-13,12813011
37.0,-27,12813011
38.0,-50,12813011
39.0,-25,12813011
40.0,-40,12813011
41.0,-8,12813011
42.0,-4,12813011
43.0,19,12813011
44.0,-25,12813011
45.0,8,12813011
45.5,-7,12813011
46.0,-2,12813011
47.0,-8,12813011
48.0,-25,12813011
49.0,-2,12813011
50.0,14,12813011
51.0,13,12813011
52.0,11,12813011
53.0,9,12813011
54.0,6,12813011
55.0,1,12813011
56.0,73,12813011
57.0,56,12813011
58.0,39,12813011
59.0,13,12813011
60.0,52,12813011
61.0,30,12813011
62.0,22,12813011
63.0,13,12813011
64.0,8,12813011
65.0,1,12813011
66.0,8,12813011
67.0,3,12813011
68.0,7,12813011
69.0,-18,12813011
70.0,-23,12813011
71.0,-13,12813011
72.0,-7,12813011
73.0,-4,12813011
74.0,4,12813011
75.0,-18,12813011
76.0,-9,12813011
77.0,29,12813011
78.0,23,12813011
79.0,5,12813011
80.0,7,12813011
81.0,2,12813011
82.0,37,12813011
83.0,15,12813011
84.0,26,12813011
85.0,12,12813011
86.0,3,12813011
87.0,19,12813011
88.0,-12,12813011
89.0,-2,12813011
90.0,-15,12813011
90.5,92,12813011
1.0,-7,12813009
2.0,-2,12813009
3.0,-2,12813009
4.0,-2,12813009
5.0,28,12813009
6.0,73,12813009
7.0,84,12813009
8.0,41,12813009
9.0,20,12813009
10.0,1,12813009
11.0,-10,12813009
12.0,-6,12813009
13.0,64,12813009
14.0,36,12813009
15.0,16,12813009
16.0,-23,12813009
17.0,-27,12813009
18.0,-18,12813009
19.0,34,12813009
20.0,37,12813009
21.0,20,12813009
22.0,16,12813009
23.0,10,12813009
24.0,14,12813009
25.0,3,12813009
26.0,-4,12813009
27.0,-9,12813009
28.0,-15,12813009
29.0,-50,12813009
30.0,-31,12813009
31.0,-28,12813009
32.0,-34,12813009
33.0,-13,12813009
34.0,7,12813009
35.0,15,12813009
36.0,30,12813009
37.0,34,12813009
38.0,17,12813009
39.0,-40,12813009
40.0,-20,12813009
41.0,-18,12813009
42.0,-6,12813009
43.0,-4,12813009
44.0,-22,12813009
45.0,-13,12813009
45.5,9,12813009
46.0,6,12813009
47.0,2,12813009
48.0,7,12813009
49.0,51,12813009
50.0,2,12813009
51.0,-2,12813009
52.0,-2,12813009
53.0,3,12813009
54.0,-19,12813009
55.0,-14,12813009
56.0,-25,12813009
57.0,-17,12813009
58.0,18,12813009
59.0,9,12813009
60.0,48,12813009
61.0,34,12813009
62.0,23,12813009
63.0,-13,12813009
64.0,-20,12813009
65.0,-33,12813009
66.0,-28,12813009
67.0,-10,12813009
68.0,-10,12813009
69.0,-17,12813009
70.0,-13,12813009
71.0,-12,12813009
72.0,-12,12813009
73.0,-17,12813009
74.0,-2,12813009
75.0,8,12813009
76.0,38,12813009
77.0,24,12813009
78.0,38,12813009
79.0,28,12813009
80.0,75,12813009
81.0,43,12813009
82.0,5,12813009
83.0,4,12813009
84.0,18,12813009
85.0,-55,12813009
86.0,49,12813009
87.0,42,12813009
88.0,35,12813009
89.0,19,12813009
90.0,18,12813009
90.5,-2,12813009
1.0,-6,12813010
2.0,-12,12813010
3.0,-16,12813010
4.0,-18,12813010
5.0,-19,12813010
6.0,-19,12813010
7.0,-72,12813010
8.0,-76,12813010
9.0,-52,12813010
10.0,-37,12813010
11.0,-28,12813010
12.0,-54,12813010
13.0,-36,12813010
14.0,-19,12813010
15.0,14,12813010
16.0,-5,12813010
17.0,-5,12813010
18.0,-35,12813010
19.0,-33,12813010
20.0,-22,12813010
21.0,-17,12813010
22.0,-14,12813010
23.0,-66,12813010
24.0,-43,12813010
25.0,-31,12813010
26.0,-23,12813010
27.0,-19,12813010
28.0,-6,12813010
29.0,-8,12813010
30.0,-1,12813010
31.0,4,12813010
32.0,14,12813010
33.0,-24,12813010
34.0,-7,12813010
35.0,-10,12813010
36.0,-27,12813010
37.0,-82,12813010
38.0,-53,12813010
39.0,-2,12813010
40.0,-8,12813010
41.0,-42,12813010
42.0,-50,12813010
43.0,-25,12813010
44.0,-46,12813010
45.0,-36,12813010
45.5,-20,12813010
46.0,-8,12813010
47.0,24,12813010
48.0,-23,12813010
49.0,-41,12813010
50.0,-29,12813010
51.0,23,12813010
52.0,-9,12813010
53.0,-48,12813010
54.0,-34,12813010
55.0,-55,12813010
56.0,-61,12813010
57.0,-50,12813010
58.0,-31,12813010
59.0,-21,12813010
60.0,-36,12813010
61.0,-24,12813010
62.0,-24,12813010
63.0,-22,12813010
64.0,-39,12813010
65.0,-26,12813010
66.0,-19,12813010
67.0,-12,12813010
68.0,-22,12813010
69.0,-16,12813010
70.0,-36,12813010
71.0,-25,12813010
72.0,-14,12813010
73.0,-12,12813010
74.0,-36,12813010
75.0,-27,12813010
76.0,-20,12813010
77.0,-17,12813010
78.0,-14,12813010
79.0,-11,12813010
80.0,12,12813010
81.0,-15,12813010
82.0,-16,12813010
83.0,-6,12813010
84.0,4,12813010
85.0,-13,12813010
86.0,-9,12813010
87.0,21,12813010
88.0,13,12813010
89.0,-37,12813010
90.0,-14,12813010
90.5,-32,12813010
1.0,-4,12813006
2.0,-6,12813006
3.0,-16,12813006
4.0,-19,12813006
5.0,-14,12813006
6.0,-17,12813006
7.0,-20,12813006
8.0,-9,12813006
9.0,-3,12813006
10.0,-26,12813006
11.0,-18,12813006
12.0,-13,12813006
13.0,-4,12813006
14.0,58,12813006
15.0,32,12813006
16.0,20,12813006
17.0,29,12813006
18.0,11,12813006
19.0,-7,12813006
20.0,-9,12813006
21.0,-12,12813006
22.0,-14,12813006
23.0,-4,12813006
24.0,-13,12813006
25.0,-13,12813006
26.0,-13,12813006
27.0,-11,12813006
28.0,-9,12813006
29.0,-6,12813006
30.0,-5,12813006
31.0,22,12813006
32.0,4,12813006
33.0,2,12813006
34.0,4,12813006
35.0,7,12813006
36.0,-12,12813006
37.0,-5,12813006
38.0,-20,12813006
39.0,-17,12813006
40.0,12,12813006
41.0,4,12813006
42.0,40,12813006
43.0,-26,12813006
44.0,-8,12813006
45.0,-13,12813006
45.5,-24,12813006
46.0,4,12813006
47.0,6,12813006
48.0,26,12813006
49.0,-34,12813006
50.0,-24,12813006
51.0,-20,12813006
52.0,-18,12813006
53.0,-25,12813006
54.0,-30,12813006
55.0,17,12813006
56.0,-7,12813006
57.0,-10,12813006
58.0,-14,12813006
59.0,-15,12813006
60.0,10,12813006
61.0,7,12813006
62.0,30,12813006
63.0,60,12813006
64.0,26,12813006
65.0,5,12813006
66.0,-16,12813006
67.0,-54,12813006
68.0,-44,12813006
69.0,-30,12813006
70.0,-22,12813006
71.0,-28,12813006
72.0,-19,12813006
73.0,-16,12813006
74.0,-13,12813006
75.0,-44,12813006
76.0,-30,12813006
77.0,-28,12813006
78.0,-26,12813006
79.0,-30,12813006
80.0,-41,12813006
81.0,-15,12813006
82.0,-4,12813006
83.0,5,12813006
84.0,31,12813006
85.0,25,12813006
86.0,13,12813006
87.0,18,12813006
88.0,10,12813006
89.0,-16,12813006
90.0,-41,12813006
90.5,19,12813006
1.0,-5,12813007
2.0,-3,12813007
3.0,14,12813007
4.0,16,12813007
5.0,-13,12813007
6.0,14,12813007
7.0,1,12813007
8.0,-13,12813007
9.0,-26,12813007
10.0,-23,12813007
11.0,-23,12813007
12.0,-21,12813007
13.0,14,12813007
14.0,5,12813007
15.0,21,12813007
16.0,20,12813007
17.0,94,12813007
18.0,61,12813007
19.0,28,12813007
20.0,8,12813007
21.0,-28,12813007
22.0,-17,12813007
23.0,-3,12813007
24.0,-2,12813007
25.0,-1,12813007
26.0,2,12813007
27.0,-31,12813007
28.0,-25,12813007
29.0,-8,12813007
30.0,7,12813007
31.0,9,12813007
32.0,61,12813007
33.0,31,12813007
34.0,19,12813007
35.0,22,12813007
36.0,23,12813007
37.0,5,12813007
38.0,8,12813007
39.0,-31,12813007
40.0,-9,12813007
41.0,17,12813007
42.0,-23,12813007
43.0,13,12813007
44.0,23,12813007
45.0,20,12813007
45.5,68,12813007
46.0,1,12813007
47.0,9,12813007
48.0,13,12813007
49.0,8,12813007
50.0,-40,12813007
51.0,-47,12813007
52.0,-43,12813007
53.0,-23,12813007
54.0,21,12813007
55.0,19,12813007
56.0,31,12813007
57.0,17,12813007
58.0,31,12813007
59.0,12,12813007
60.0,7,12813007
61.0,-27,12813007
62.0,-16,12813007
63.0,-14,12813007
64.0,-30,12813007
65.0,-10,12813007
66.0,50,12813007
67.0,35,12813007
68.0,28,12813007
69.0,51,12813007
70.0,34,12813007
71.0,4,12813007
72.0,6,12813007
73.0,36,12813007
74.0,23,12813007
75.0,17,12813007
76.0,14,12813007
77.0,19,12813007
78.0,70,12813007
79.0,98,12813007
80.0,100,12813007
81.0,81,12813007
82.0,92,12813007
83.0,58,12813007
84.0,49,12813007
85.0,23,12813007
86.0,-14,12813007
87.0,34,12813007
88.0,25,12813007
89.0,68,12813007
90.0,77,12813007
90.5,102,12813007
1.0,-6,12812990
2.0,-1,12812990
3.0,-38,12812990
4.0,-22,12812990
5.0,-24,12812990
6.0,-16,12812990
7.0,24,12812990
8.0,-24,12812990
9.0,-7,12812990
10.0,-13,12812990
11.0,42,12812990
12.0,47,12812990
13.0,45,12812990
14.0,-27,12812990
15.0,-8,12812990
16.0,-37,12812990
17.0,-96,12812990
18.0,-59,12812990
19.0,-43,12812990
20.0,-17,12812990
21.0,23,12812990
22.0,-22,12812990
23.0,-12,12812990
24.0,-5,12812990
25.0,-17,12812990
26.0,-10,12812990
27.0,-3,12812990
28.0,2,12812990
29.0,3,12812990
30.0,-7,12812990
31.0,-59,12812990
32.0,-30,12812990
33.0,-29,12812990
34.0,-32,12812990
35.0,-53,12812990
36.0,-31,12812990
37.0,71,12812990
38.0,34,12812990
39.0,34,12812990
40.0,19,12812990
41.0,6,12812990
42.0,-1,12812990
43.0,21,12812990
44.0,12,12812990
45.0,18,12812990
45.5,-16,12812990
46.0,3,12812990
47.0,4,12812990
48.0,25,12812990
49.0,26,12812990
50.0,18,12812990
51.0,6,12812990
52.0,-5,12812990
53.0,-7,12812990
54.0,-8,12812990
55.0,-4,12812990
56.0,-1,12812990
57.0,3,12812990
58.0,4,12812990
59.0,30,12812990
60.0,11,12812990
61.0,-12,12812990
62.0,-25,12812990
63.0,-21,12812990
64.0,21,12812990
65.0,2,12812990
66.0,-51,12812990
67.0,-42,12812990
68.0,-53,12812990
69.0,-33,12812990
70.0,-19,12812990
71.0,-7,12812990
72.0,-2,12812990
73.0,-7,12812990
74.0,-63,12812990
75.0,-37,12812990
76.0,-19,12812990
77.0,-26,12812990
78.0,-37,12812990
79.0,-55,12812990
80.0,-36,12812990
81.0,-47,12812990
82.0,-31,12812990
83.0,-21,12812990
84.0,-8,12812990
85.0,8,12812990
86.0,1,12812990
87.0,-3,12812990
88.0,-3,12812990
89.0,7,12812990
90.0,-25,12812990
90.5,48,12812990
1.0,-1,12813002
2.0,-50,12813002
3.0,-76,12813002
4.0,-38,12813002
5.0,-20,12813002
6.0,-21,12813002
7.0,-13,12813002
8.0,-33,12813002
9.0,-45,12813002
10.0,-55,12813002
11.0,-27,12813002
12.0,-27,12813002
13.0,-43,12813002
14.0,-59,12813002
15.0,-35,12813002
16.0,-27,12813002
17.0,-7,12813002
18.0,-9,12813002
19.0,-6,12813002
20.0,-11,12813002
21.0,-10,12813002
22.0,-3,12813002
23.0,5,12813002
24.0,21,12813002
25.0,6,12813002
26.0,-8,12813002
27.0,-8,12813002
28.0,-9,12813002
29.0,-8,12813002
30.0,-2,12813002
31.0,46,12813002
32.0,22,12813002
33.0,-40,12813002
34.0,-15,12813002
35.0,-9,12813002
36.0,12,12813002
37.0,2,12813002
38.0,4,12813002
39.0,-20,12813002
40.0,-70,12813002
41.0,-25,12813002
42.0,-22,12813002
43.0,-38,12813002
44.0,-14,12813002
45.0,7,12813002
45.5,20,12813002
46.0,3,12813002
47.0,4,12813002
48.0,6,12813002
49.0,33,12813002
50.0,18,12813002
51.0,14,12813002
52.0,-19,12813002
53.0,-1,12813002
54.0,-1,12813002
55.0,3,12813002
56.0,4,12813002
57.0,6,12813002
58.0,-9,12813002
59.0,7,12813002
60.0,9,12813002
61.0,-16,12813002
62.0,7,12813002
63.0,13,12813002
64.0,2,12813002
65.0,8,12813002
66.0,55,12813002
67.0,30,12813002
68.0,21,12813002
69.0,23,12813002
70.0,4,12813002
71.0,-5,12813002
72.0,-5,12813002
73.0,-9,12813002
74.0,11,12813002
75.0,4,12813002
76.0,-4,12813002
77.0,-12,12813002
78.0,11,12813002
79.0,39,12813002
80.0,27,12813002
81.0,21,12813002
82.0,44,12813002
83.0,82,12813002
84.0,50,12813002
85.0,49,12813002
86.0,23,12813002
87.0,3,12813002
88.0,-4,12813002
89.0,-2,12813002
90.0,-1,12813002
90.5,-6,12813002
1.0,9,12812993
2.0,6,12812993
3.0,11,12812993
4.0,8,12812993
5.0,11,12812993
6.0,1,12812993
7.0,-9,12812993
8.0,-16,12812993
9.0,20,12812993
10.0,4,12812993
11.0,7,12812993
12.0,-12,12812993
13.0,21,12812993
14.0,4,12812993
15.0,-53,12812993
16.0,-30,12812993
17.0,-15,12812993
18.0,-69,12812993
19.0,-37,12812993
20.0,-3,12812993
21.0,-5,12812993
22.0,60,12812993
23.0,48,12812993
24.0,31,12812993
25.0,20,12812993
26.0,15,12812993
27.0,7,12812993
28.0,43,12812993
29.0,45,12812993
30.0,30,12812993
31.0,31,12812993
32.0,40,12812993
33.0,19,12812993
34.0,7,12812993
35.0,-31,12812993
36.0,18,12812993
37.0,9,12812993
38.0,37,12812993
39.0,46,12812993
40.0,36,12812993
41.0,80,12812993
42.0,76,12812993
43.0,76,12812993
44.0,26,12812993
45.0,14,12812993
45.5,3,12812993
46.0,-8,12812993
47.0,-7,12812993
48.0,45,12812993
49.0,21,12812993
50.0,21,12812993
51.0,22,12812993
52.0,49,12812993
53.0,59,12812993
54.0,39,12812993
55.0,31,12812993
56.0,30,12812993
57.0,19,12812993
58.0,41,12812993
59.0,-25,12812993
60.0,4,12812993
61.0,45,12812993
62.0,23,12812993
63.0,39,12812993
64.0,33,12812993
65.0,28,12812993
66.0,59,12812993
67.0,83,12812993
68.0,36,12812993
69.0,27,12812993
70.0,45,12812993
71.0,10,12812993
72.0,8,12812993
73.0,12,12812993
74.0,12,12812993
75.0,39,12812993
76.0,65,12812993
77.0,20,12812993
78.0,39,12812993
79.0,89,12812993
80.0,57,12812993
81.0,44,12812993
82.0,36,12812993
83.0,26,12812993
84.0,100,12812993
85.0,62,12812993
86.0,35,12812993
87.0,52,12812993
88.0,11,12812993
89.0,-1,12812993
90.0,5,12812993
90.5,15,12812993
1.0,0,12812991
2.0,6,12812991
3.0,8,12812991
4.0,-10,12812991
5.0,-8,12812991
6.0,-42,12812991
7.0,-11,12812991
8.0,9,12812991
9.0,14,12812991
10.0,4,12812991
11.0,1,12812991
12.0,5,12812991
13.0,-6,12812991
14.0,-8,12812991
15.0,-7,12812991
16.0,7,12812991
17.0,-16,12812991
18.0,-13,12812991
19.0,-13,12812991
20.0,-20,12812991
21.0,-38,12812991
22.0,-81,12812991
23.0,-45,12812991
24.0,-25,12812991
25.0,-9,12812991
26.0,-2,12812991
27.0,5,12812991
28.0,7,12812991
29.0,28,12812991
30.0,66,12812991
31.0,49,12812991
32.0,33,12812991
33.0,54,12812991
34.0,23,12812991
35.0,8,12812991
36.0,4,12812991
37.0,1,12812991
38.0,6,12812991
39.0,-12,12812991
40.0,-42,12812991
41.0,-30,12812991
42.0,-21,12812991
43.0,-29,12812991
44.0,-23,12812991
45.0,-37,12812991
45.5,-1,12812991
46.0,5,12812991
47.0,18,12812991
48.0,35,12812991
49.0,23,12812991
50.0,26,12812991
51.0,15,12812991
52.0,-9,12812991
53.0,25,12812991
54.0,10,12812991
55.0,8,12812991
56.0,7,12812991
57.0,7,12812991
58.0,5,12812991
59.0,19,12812991
60.0,-14,12812991
61.0,-35,12812991
62.0,-41,12812991
63.0,-61,12812991
64.0,-42,12812991
65.0,-24,12812991
66.0,-7,12812991
67.0,-2,12812991
68.0,8,12812991
69.0,7,12812991
70.0,4,12812991
71.0,2,12812991
72.0,11,12812991
73.0,8,12812991
74.0,17,12812991
75.0,-11,12812991
76.0,11,12812991
77.0,7,12812991
78.0,11,12812991
79.0,7,12812991
80.0,31,12812991
81.0,19,12812991
82.0,17,12812991
83.0,20,12812991
84.0,39,12812991
85.0,18,12812991
86.0,7,12812991
87.0,22,12812991
88.0,-13,12812991
89.0,-27,12812991
90.0,23,12812991
90.5,28,12812991
91.0,2,12812991
92.0,-15,12812991
93.0,-34,12812991
94.0,-18,12812991
95.0,-5,12812991
96.0,-2,12812991
97.0,8,12812991
98.0,24,12812991
99.0,16,12812991
100.0,-77,12812991
101.0,-67,12812991
102.0,-39,12812991
103.0,-79,12812991
104.0,-22,12812991
105.0,-37,12812991
105.5,-36,12812991
106.0,2,12812991
107.0,-4,12812991
108.0,-18,12812991
109.0,17,12812991
110.0,-14,12812991
111.0,-6,12812991
112.0,-1,12812991
113.0,-15,12812991
114.0,18,12812991
115.0,22,12812991
116.0,-39,12812991
117.0,-41,12812991
118.0,-23,12812991
119.0,-29,12812991
120.0,-13,12812991
120.5,-5,12812991
1.0,1,12813016
2.0,2,12813016
3.0,7,12813016
4.0,51,12813016
5.0,34,12813016
6.0,83,12813016
7.0,42,12813016
8.0,14,12813016
9.0,-6,12813016
10.0,-12,12813016
11.0,-21,12813016
12.0,-3,12813016
13.0,10,12813016
14.0,38,12813016
15.0,30,12813016
16.0,11,12813016
17.0,14,12813016
18.0,43,12813016
19.0,27,12813016
20.0,33,12813016
21.0,78,12813016
22.0,69,12813016
23.0,39,12813016
24.0,20,12813016
25.0,-33,12813016
26.0,-17,12813016
27.0,-11,12813016
28.0,61,12813016
29.0,34,12813016
30.0,25,12813016
31.0,16,12813016
32.0,11,12813016
33.0,26,12813016
34.0,16,12813016
35.0,-11,12813016
36.0,-5,12813016
37.0,60,12813016
38.0,16,12813016
39.0,20,12813016
40.0,10,12813016
41.0,2,12813016
42.0,-30,12813016
43.0,-11,12813016
44.0,-3,12813016
45.0,5,12813016
45.5,5,12813016
46.0,3,12813016
47.0,5,12813016
48.0,6,12813016
49.0,8,12813016
50.0,6,12813016
51.0,5,12813016
52.0,3,12813016
53.0,-25,12813016
54.0,18,12813016
55.0,4,12813016
56.0,27,12813016
57.0,50,12813016
58.0,37,12813016
59.0,24,12813016
60.0,15,12813016
61.0,28,12813016
62.0,8,12813016
63.0,22,12813016
64.0,35,12813016
65.0,26,12813016
66.0,19,12813016
67.0,34,12813016
68.0,13,12813016
69.0,4,12813016
70.0,27,12813016
71.0,11,12813016
72.0,3,12813016
73.0,-17,12813016
74.0,-27,12813016
75.0,-7,12813016
76.0,-12,12813016
77.0,-11,12813016
78.0,-9,12813016
79.0,-3,12813016
80.0,-13,12813016
81.0,18,12813016
82.0,-20,12813016
83.0,-61,12813016
84.0,-40,12813016
85.0,-75,12813016
86.0,-39,12813016
87.0,-28,12813016
88.0,29,12813016
89.0,44,12813016
90.0,42,12813016
90.5,2,12813016
1.0,2,12812994
2.0,-8,12812994
3.0,-3,12812994
